date       n1 n2 n3 n4 n5 *1 *2
29/12/2017 04 08 22 23 48 01 12
26/12/2017 04 17 30 43 44 02 10
22/12/2017 05 24 30 31 43 03 06
19/12/2017 08 15 30 38 46 04 07
15/12/2017 25 30 31 42 50 02 11
12/12/2017 20 37 39 44 50 04 08
08/12/2017 04 22 30 32 34 03 04
05/12/2017 11 36 43 44 48 02 07
01/12/2017 05 24 29 35 46 11 12
28/11/2017 01 06 12 18 42 02 07
24/11/2017 19 24 28 30 50 03 10
21/11/2017 02 10 14 28 31 05 07
17/11/2017 20 26 35 36 42 05 12
14/11/2017 14 16 39 40 41 08 10
10/11/2017 13 22 29 36 37 01 09
07/11/2017 07 19 20 37 41 02 12
03/11/2017 05 12 17 33 41 04 09
31/10/2017 01 12 36 43 46 03 05
27/10/2017 03 16 23 32 39 01 04
24/10/2017 09 11 13 27 33 07 10
20/10/2017 04 17 23 27 30 03 08
17/10/2017 13 17 19 26 36 02 03
13/10/2017 23 29 37 45 50 05 11
10/10/2017 04 21 34 36 37 03 06
06/10/2017 01 09 15 19 25 01 07
03/10/2017 06 24 32 48 50 01 05
29/09/2017 07 18 19 32 48 03 07
26/09/2017 01 29 40 41 48 06 12
22/09/2017 06 11 31 39 42 01 03
19/09/2017 01 08 21 30 45 02 03
15/09/2017 13 18 37 44 49 09 12
12/09/2017 10 17 27 29 35 04 11
08/09/2017 09 24 42 47 49 01 05
05/09/2017 06 09 18 28 29 01 09
01/09/2017 03 07 08 14 49 05 08
29/08/2017 04 12 15 32 38 01 05
25/08/2017 01 05 07 15 47 09 12
22/08/2017 03 10 12 17 27 03 05
18/08/2017 02 24 39 42 45 02 08
15/08/2017 10 14 30 35 46 04 10
11/08/2017 18 28 39 46 48 05 12
08/08/2017 15 25 26 40 41 04 05
04/08/2017 29 30 36 40 41 02 09
01/08/2017 14 21 24 29 30 08 10
28/07/2017 05 09 29 31 41 02 04
25/07/2017 12 14 43 44 48 02 11
21/07/2017 01 08 09 26 49 05 09
18/07/2017 01 25 27 41 45 05 07
14/07/2017 11 14 20 21 47 07 10
11/07/2017 14 22 26 42 50 08 10
07/07/2017 11 20 35 37 45 03 06
04/07/2017 10 22 25 37 49 05 08
30/06/2017 17 35 39 47 50 06 08
27/06/2017 09 17 21 28 45 01 03
23/06/2017 03 04 21 31 38 03 07
20/06/2017 11 18 26 43 44 08 10
16/06/2017 15 17 38 41 42 09 12
13/06/2017 03 12 22 27 49 04 11
09/06/2017 09 20 27 39 43 10 11
06/06/2017 20 22 25 37 40 03 07
02/06/2017 08 10 24 33 42 03 09
30/05/2017 07 12 27 38 48 06 09
26/05/2017 05 07 26 36 39 02 10
23/05/2017 08 15 25 27 42 01 04
19/05/2017 09 11 12 19 30 04 09
16/05/2017 08 11 15 20 30 03 08
12/05/2017 02 20 28 29 44 03 09
09/05/2017 08 12 16 22 26 06 07
05/05/2017 03 07 30 35 43 01 03
02/05/2017 06 19 23 25 27 11 12
28/04/2017 14 20 25 30 39 02 08
25/04/2017 09 11 19 32 43 03 09
21/04/2017 02 13 16 22 49 04 05
18/04/2017 17 22 31 38 45 05 12
14/04/2017 04 14 20 23 33 06 10
11/04/2017 05 21 22 31 49 02 08
07/04/2017 02 10 19 35 50 06 07
04/04/2017 01 09 24 33 34 02 06
31/03/2017 17 24 26 28 45 04 12
28/03/2017 09 13 31 33 46 06 10
24/03/2017 02 17 21 27 34 05 09
21/03/2017 01 20 23 44 47 04 11
17/03/2017 06 10 19 29 36 03 09
14/03/2017 03 05 21 36 44 03 06
10/03/2017 31 36 38 47 49 08 11
07/03/2017 06 37 41 48 50 04 05
03/03/2017 02 11 29 30 47 01 12
28/02/2017 10 20 31 35 42 02 12
24/02/2017 02 04 13 22 43 08 09
21/02/2017 13 19 41 45 49 03 04
17/02/2017 19 25 33 36 48 02 09
14/02/2017 02 10 24 40 44 03 10
10/02/2017 07 21 26 35 43 02 09
07/02/2017 04 10 31 38 44 08 10
03/02/2017 03 04 15 46 50 05 09
31/01/2017 03 04 17 23 44 06 09
27/01/2017 17 20 28 45 48 05 09
24/01/2017 01 05 07 17 23 03 08
20/01/2017 10 17 27 31 49 03 05
17/01/2017 04 16 25 43 47 02 10
13/01/2017 03 07 16 26 50 04 07
10/01/2017 02 11 29 35 44 04 09
06/01/2017 10 14 18 21 49 09 11
03/01/2017 19 23 27 34 49 01 11
